Title,Source Link,Time of the post,Source Name
Germany sends plane to Wuhan to evacuate citizens,https://www.theonlinecitizen.com/2020/01/31/germany-sends-plane-to-wuhan-to-evacuate-citizens/,2020-01-31,The Online Citizen
Singapore to bar travellers who have been to China for past 14 days or with China passport from entering or transiting,https://www.theonlinecitizen.com/2020/01/31/singapore-to-bar-travellers-who-have-been-to-china-for-past-14-days-or-with-china-passport-from-entering-or-transiting/,2020-01-31,The Online Citizen
Q&A: Evacuations from Chinas virus-hit Wuhan,https://www.theonlinecitizen.com/2020/01/31/qa-evacuations-from-chinas-virus-hit-wuhan/,2020-01-31,The Online Citizen
"US warns against China travel, as virus death toll hits 213",https://www.theonlinecitizen.com/2020/01/31/us-warns-against-china-travel-as-virus-death-toll-hits-213/,2020-01-31,The Online Citizen
Preventive measures in place for Chiam See Tong Sports Fund Charity Shield 2020,https://www.theonlinecitizen.com/2020/01/31/preventive-measures-in-place-for-chiam-see-tong-sports-fund-charity-shield-2020/,2020-01-31,The Online Citizen
French citizens evacuated from virus-hit Wuhan,https://www.theonlinecitizen.com/2020/01/31/french-citizens-evacuated-from-virus-hit-wuhan/,2020-01-31,The Online Citizen
WHO declares global virus emergency as death toll hits 212,https://www.theonlinecitizen.com/2020/01/31/who-declares-global-virus-emergency-as-death-toll-hits-212/,2020-01-31,The Online Citizen
China virus death toll hits 212: govt,https://www.theonlinecitizen.com/2020/01/31/china-virus-death-toll-hits-212-govt/,2020-01-31,The Online Citizen
"Letter to PM Lee, asking to seriously look into barring of Chinese nationals from entering Singapore temporarily",https://www.theonlinecitizen.com/2020/01/31/letter-to-pm-lee-asking-to-seriously-look-into-barring-of-chinese-nationals-from-entering-singapore-temporarily/,2020-01-31,The Online Citizen
Netizens ask why Govt cannot issue out free facemasks via post and risk people crowding in queue,https://www.theonlinecitizen.com/2020/01/31/netizens-ask-why-govt-cannot-issue-out-free-facemasks-via-post-and-risk-people-crowding-in-queue/,2020-01-31,The Online Citizen
Peoples Association says Chingay Parade to continue; Chinese performers screened and cleared by doctor,https://www.theonlinecitizen.com/2020/02/01/peoples-association-says-chingay-parade-to-continue-chinese-performers-screened-and-cleared-by-doctor/,2020-02-01,The Online Citizen
China virus toll passes 250 as travel curbs tightened,https://www.theonlinecitizen.com/2020/02/01/china-virus-toll-passes-250-as-travel-curbs-tightened/,2020-02-01,The Online Citizen
"US, Japan & Taiwan confirm domestic human-to-human transmission of Wuhan virus",https://www.theonlinecitizen.com/2020/02/01/us-japan-taiwan-confirm-domestic-human-to-human-transmission-of-wuhan-virus/,2020-02-01,The Online Citizen
"Govt begins distributing surgical masks to 1.3mil Sporean households today, with each household receiving four masks",https://www.theonlinecitizen.com/2020/02/01/govt-begins-distributing-surgical-masks-to-1-3mil-sporean-households-today-with-each-household-receiving-four-masks/,2020-02-01,The Online Citizen
Online users thank govt for distributing free masks but also raised a number of concerns,https://www.theonlinecitizen.com/2020/01/31/online-users-thank-govt-for-distributing-free-masks-but-also-raised-a-number-of-concerns/,2020-02-01,The Online Citizen
Africa mobilises against coronavirus as fears mount,https://www.theonlinecitizen.com/2020/02/01/africa-mobilises-against-coronavirus-as-fears-mount/,2020-02-01,The Online Citizen
"China virus death toll rises to 259, infections surge",https://www.theonlinecitizen.com/2020/02/01/china-virus-death-toll-rises-to-258/,2020-02-01,The Online Citizen
Philippines reports first virus death outside China: WHO,https://www.theonlinecitizen.com/2020/02/02/philippines-reports-first-virus-death-outside-china-who/,2020-02-02,The Online Citizen
China virus death toll rises to 304 with 45 new fatalities: govt,https://www.theonlinecitizen.com/2020/02/02/china-virus-death-toll-rises-to-304-with-45-new-fatalities-govt/,2020-02-02,The Online Citizen
MOH announces two more cases of Wuhan coronavirus in Singapore; 18 confirmed cases so far,https://www.theonlinecitizen.com/2020/02/02/moh-announces-two-more-cases-of-wuhan-coronavirus-in-singapore-18-confirmed-cases-so-far/,2020-02-02,The Online Citizen
"Chinas virus death toll spikes, more than SARS",https://www.theonlinecitizen.com/2020/02/03/chinas-virus-death-toll-spikes-more-than-sars/,2020-02-03,The Online Citizen
Masks for those who are already unwell and en route to seeing a doctor: Senior Minister of State Janil Puthucheary,https://www.theonlinecitizen.com/2020/02/03/masks-for-those-who-are-already-unwell-and-en-route-to-seeing-a-doctor-senior-minister-of-state-janil-puthucheary/,2020-02-03,The Online Citizen
China says US reaction to virus spreads panic,https://www.theonlinecitizen.com/2020/02/03/china-says-us-reaction-to-virus-spreads-panic/,2020-02-03,The Online Citizen
"Coronavirus outbreak: Doctors in Wuhan physically abused by panicking patients, overworked and undersupplied with medical equipment",https://www.theonlinecitizen.com/2020/02/03/coronavirus-outbreak-doctors-in-wuhan-physically-abused-by-panicking-patients-overworked-and-undersupplied-with-medical-equipment/,2020-02-03,The Online Citizen
China says urgently needs medical masks to tackle virus,https://www.theonlinecitizen.com/2020/02/03/china-says-urgently-needs-medical-masks-to-tackle-virus/,2020-02-03,The Online Citizen
Netizens express disbelief in response to Chan Chun Sings claim of sufficient face masks,https://www.theonlinecitizen.com/2020/02/03/netizens-express-disbelief-in-response-to-chan-chun-sings-claim-of-sufficient-face-masks/,2020-02-03,The Online Citizen
"30,000 work pass holders from China yet to return, says MOM",https://www.theonlinecitizen.com/2020/02/03/30000-work-pass-holders-from-china-yet-to-return-says-mom/,2020-02-03,The Online Citizen
Netizens call out Ho Chings hand sanitiser alternative for being high class,https://www.theonlinecitizen.com/2020/02/03/netizens-call-out-ho-chings-hand-sanitiser-alternative-for-being-high-class/,2020-02-03,The Online Citizen
Hong Kong medics strike for China border closure over virus fears,https://www.theonlinecitizen.com/2020/02/03/hong-kong-medics-strike-for-china-border-closure-over-virus-fears/,2020-02-03,The Online Citizen
Cab driver in Thailand infected by PRC passenger; SG says risk of infection from transient contact low,https://www.theonlinecitizen.com/2020/02/03/cab-driver-in-thailand-infected-by-prc-passenger-sg-says-risk-of-infection-from-transient-contact-low/,2020-02-03,The Online Citizen
"Dont have to avoid places where suspected or confirmed infected people have been, says authorities",https://www.theonlinecitizen.com/2020/02/03/dont-have-to-avoid-places-where-suspected-or-confirmed-infected-people-have-been-says-authorities/,2020-02-03,The Online Citizen
Parliamentary questions for 3 February 2020,https://www.theonlinecitizen.com/2020/02/03/parliamentary-questions-for-3-february-2020/,2020-02-03,The Online Citizen
Australia virus evacuees head for island quarantine,https://www.theonlinecitizen.com/2020/02/03/australia-virus-evacuees-head-for-island-quarantine/,2020-02-03,The Online Citizen
Frontline ICA officers could wear masks if they need to: Home Affairs Minister,https://www.theonlinecitizen.com/2020/02/03/frontline-ica-officers-could-wear-masks-if-they-need-to-home-affairs-minister/,2020-02-03,The Online Citizen
